Marital status,Age,Income,Settlement size,Occupation_Skilled employee/Official,Occupation_Unemployed,Sex_Male,Education_High school,Education_University
2,1.2672802436924804,-0.15408435503586065,2,1,0,1,1,0
2,0.9993233128533529,0.2896620352393642,0,1,0,1,1,0
2,-0.0725044105031575,-5.752094818429176e-07,2,1,0,1,1,0
2,2.5177459209417425,-5.752094818429176e-07,0,1,0,1,0,1
1,-0.6977372491277886,-0.6543195376177632,1,1,0,1,1,0
2,2.071151036209863,-0.002063046328184069,2,1,0,1,0,1
2,1.8925130823171115,-1.0872379545198012,2,0,1,1,0,1
1,-0.2511423643959092,-0.2689238927424888,0,1,0,1,1,0
2,0.6420474050678494,0.3687520735551537,2,1,0,1,1,0
2,0.016814566443218378,-0.521060987003836,2,1,0,1,1,0
2,-0.34046134134228506,-1.4569645479793796,2,0,1,1,1,0
2,0.8206853589606011,2.293524599651802,1,1,0,1,1,0
1,-0.2511423643959092,-0.09146544023748474,0,1,0,1,1,0
1,0.016814566443218378,-0.36227935629596875,0,1,0,0,0,1
2,-0.6977372491277886,-0.16623001829044046,2,1,0,1,1,0
1,-0.6084182721814126,0.22922017328850725,0,1,0,0,1,0
2,0.016814566443218378,0.23913149283115961,0,1,0,1,1,0
2,-0.7870562260741644,1.6478279123369843,1,1,0,1,1,0
1,-0.6977372491277886,-0.40132308039029,2,1,0,1,1,0
1,-0.0725044105031575,-0.05167693490585429,0,1,0,0,1,0
2,-0.34046134134228506,0.5512807675603008,2,0,1,1,1,0
2,-0.9656941799669161,-1.4057178697660702,2,0,1,1,1,0
1,-1.4122890646987956,0.3190522486808709,0,1,0,0,1,0
1,-0.7870562260741644,-0.24821324525885394,0,1,0,0,1,0
2,0.5527284281214736,0.1503879438625555,0,1,0,1,1,0
2,0.10613354338959424,1.1575613401621427,0,1,0,1,1,0
1,-1.055013156913292,-0.7944529919606977,2,1,0,0,1,0
1,0.3740904742287218,-5.752094818429176e-07,0,1,0,0,0,1
2,0.910004335906977,0.21071522408459561,0,1,0,1,1,0
2,-0.8763752030205403,-5.752094818429176e-07,0,1,0,1,1,0
1,-1.055013156913292,-0.7334095759335527,0,1,0,0,1,0
2,-0.6084182721814126,-0.9348156097612659,0,0,1,1,1,0
1,0.3740904742287218,1.1733736187388597,1,1,0,0,0,1
2,0.016814566443218378,0.4901227698043389,0,0,0,1,1,0
2,-0.6977372491277886,-0.09693671778848648,1,1,0,1,1,0
2,-0.7870562260741644,-5.752094818429176e-07,1,0,0,1,1,0
2,0.016814566443218378,0.9512855828597159,2,1,0,1,1,0
2,0.1954525203359701,2.1511568015969402,0,0,0,1,1,0
1,1.0886422897997288,2.010364502313309,2,1,0,1,0,1
2,0.016814566443218378,-0.04514577636329724,1,1,0,1,1,0
1,2.5177459209417425,-1.4536130324114884,2,0,1,0,0,0
1,0.6420474050678494,-5.752094818429176e-07,1,1,0,1,0,1
1,1.535237174531608,-0.09243938493242745,1,1,0,0,0,1
2,-0.16182338744953334,0.08625082115735709,1,1,0,1,1,0
2,-1.144332133859668,-5.752094818429176e-07,1,1,0,1,1,0
2,-0.16182338744953334,1.7297538484409896,0,0,0,1,1,0
2,0.3740904742287218,1.3402332613283108,2,1,0,1,1,0
2,0.6420474050678494,0.7881212010246064,0,0,0,1,1,0
2,0.016814566443218378,-0.17124296892617502,1,1,0,1,1,0
2,0.1954525203359701,-1.119378129452911,2,0,1,1,1,0
2,-0.16182338744953334,0.9043643649092402,0,1,0,1,1,0
2,-0.6084182721814126,-5.752094818429176e-07,0,1,0,1,1,0
2,-0.4297803182886609,2.302777074253758,0,0,0,1,1,0
1,-0.6977372491277886,0.6936772110473669,1,0,0,0,1,0
0,-0.0725044105031575,0.8755470601118174,2,1,0,0,1,0
1,-0.2511423643959092,-1.026309120221473,2,0,1,0,1,0
2,0.5527284281214736,0.3764290493858787,0,1,0,1,1,0
2,0.6420474050678494,-0.020911740718546082,0,1,0,1,1,0
1,0.7313663820142253,-5.752094818429176e-07,2,1,0,1,0,1
2,0.5527284281214736,2.1155218839349184,0,1,0,1,1,0
0,0.3740904742287218,-0.3424280717784598,1,1,0,1,1,0
2,0.016814566443218378,0.3080810481466632,1,0,0,1,1,0
2,-1.4122890646987956,-0.10455640275480303,0,0,0,1,1,0
2,-1.055013156913292,-1.001502175932638,2,0,1,1,1,0
1,-0.7870562260741644,0.25766508746727546,2,1,0,1,1,0
1,0.016814566443218378,-0.3420556811598052,2,0,1,0,0,1
1,-0.2511423643959092,-0.4910119286216327,2,0,1,0,1,0
1,-0.16182338744953334,-5.752094818429176e-07,1,1,0,0,1,0
1,-0.9656941799669161,-0.25007519835212677,2,0,1,0,1,0
1,-0.9656941799669161,0.12941948748908286,1,1,0,0,1,0
1,-0.6977372491277886,-5.752094818429176e-07,0,1,0,1,1,0
2,-0.4297803182886609,-5.752094818429176e-07,2,1,0,1,1,0
0,-0.34046134134228506,5.392759846120551,1,0,0,0,1,0
2,-0.34046134134228506,0.17576779679547455,2,1,0,1,1,0
2,2.5177459209417425,4.784216284374578,0,0,0,1,0,1
1,-0.2511423643959092,0.15190615176937797,0,1,0,1,1,0
2,0.28477149728234596,0.9450408786392007,0,0,0,1,1,0
1,-0.6977372491277886,-0.3826749040253574,1,1,0,0,1,0
2,0.10613354338959424,-5.752094818429176e-07,1,0,0,1,1,0
1,-1.2336511108060437,-5.752094818429176e-07,1,1,0,0,1,0
2,-0.5190992952350368,-0.23148431285160254,1,1,0,1,1,0
1,1.7138751284243599,1.5089548570110345,2,1,0,1,0,1
2,0.910004335906977,-0.4825328806891902,1,1,0,1,1,0
1,-1.3229700877524195,-0.7538337690951455,0,1,0,0,1,0
2,0.28477149728234596,1.99747405782142,0,1,0,1,1,0
2,1.9818320592634875,0.1134066908869364,2,1,0,1,0,1
2,0.6420474050678494,-1.2325275866594914,2,0,1,1,1,0
2,-1.055013156913292,-1.5558772253804738,2,0,1,1,1,0
1,-1.2336511108060437,-0.3023817575569916,2,1,0,0,1,0
2,-0.5190992952350368,-0.7032459358225326,0,1,0,1,1,0
2,0.5527284281214736,0.15136188855749821,0,1,0,1,1,0
1,-1.144332133859668,-5.752094818429176e-07,1,1,0,0,1,0
2,-0.5190992952350368,0.9917615785642471,1,0,0,1,1,0
1,-0.6977372491277886,-1.0212102332891257,2,0,1,0,1,0
1,-0.5190992952350368,0.7324058353874421,2,0,0,1,1,0
2,0.5527284281214736,-5.752094818429176e-07,1,1,0,1,1,0
2,0.910004335906977,2.0666814220267615,0,0,0,1,1,0
2,0.8206853589606011,1.1322101326614278,0,0,0,1,1,0
2,-0.4297803182886609,-1.4512068161063358,2,0,1,1,1,0
2,-0.4297803182886609,-0.7615107449258706,0,1,0,1,1,0
2,0.5527284281214736,-1.2248792562609707,2,0,1,1,1,0
1,0.910004335906977,0.0363504782576449,2,1,0,0,0,1
1,-0.5190992952350368,2.4930113895218344,2,1,0,0,1,0
2,-0.5190992952350368,0.654547550656433,0,1,0,1,1,0
2,0.1954525203359701,0.7885508825076694,1,0,0,1,1,0
1,0.6420474050678494,-1.0928238137996198,2,0,1,1,1,0
2,0.016814566443218378,0.3654864942838752,1,1,0,1,1,0
1,0.3740904742287218,-1.1972650596161243,2,0,1,1,1,0
2,-1.055013156913292,-5.752094818429176e-07,0,1,0,1,1,0
1,-0.6977372491277886,1.279963271970679,2,1,0,0,1,0
1,0.016814566443218378,2.9491326065092722,1,1,0,0,1,0
1,-0.6084182721814126,-0.3389333290495477,0,1,0,0,1,0
1,1.8925130823171115,2.138380938833868,1,0,0,0,0,1
2,1.1779612667461046,0.055972599317520244,2,0,1,1,1,0
2,0.10613354338959424,-1.1640936491236633,2,0,1,1,1,0
2,0.8206853589606011,-0.4548041023155269,2,0,1,1,1,0
2,-0.5190992952350368,-5.752094818429176e-07,0,1,0,1,1,0
1,-0.5190992952350368,-0.4735955058414806,1,1,0,1,1,0
1,0.016814566443218378,-5.752094818429176e-07,1,1,0,1,0,1
2,-0.6084182721814126,-0.0847910545339067,0,1,0,1,1,0
2,-0.0725044105031575,0.5070235748048154,2,1,0,1,1,0
1,-1.2336511108060437,-1.611592591017638,2,0,1,1,1,0
1,-0.8763752030205403,-0.19859935668118373,0,1,0,0,1,0
2,-1.144332133859668,-0.33492296854096004,2,0,1,1,1,0
1,-0.6084182721814126,0.9956860027762221,0,1,0,1,1,0
2,0.3740904742287218,-0.5874897442853702,2,0,1,1,1,0
2,-1.2336511108060437,-5.752094818429176e-07,0,1,0,1,1,0
2,0.6420474050678494,0.43091266143826246,2,0,1,1,1,0
1,-0.6084182721814126,-2.2501565657136107,2,0,1,0,1,0
2,0.016814566443218378,-5.752094818429176e-07,1,1,0,1,1,0
1,-0.2511423643959092,0.01042636211284608,2,1,0,0,1,0
1,1.8925130823171115,0.5559786184417891,2,0,1,0,0,1
1,2.5177459209417425,0.40518906331889304,2,1,0,0,0,0
2,0.5527284281214736,0.1596117730323071,0,1,0,1,1,0
2,0.9993233128533529,-5.752094818429176e-07,2,0,1,1,1,0
1,-0.9656941799669161,-5.752094818429176e-07,0,1,0,1,1,0
2,1.1779612667461046,1.9582584611338736,1,1,0,1,1,0
2,-0.2511423643959092,1.2201516095283145,0,0,0,1,1,0
1,-0.6977372491277886,1.6831763756769642,1,0,0,0,1,0
2,-0.8763752030205403,1.1316945148817523,1,1,0,1,1,0
2,-0.5190992952350368,-5.752094818429176e-07,2,0,1,1,1,0
1,-0.9656941799669161,-0.5568104863946746,0,1,0,0,1,0
1,-0.2511423643959092,1.3615454628882337,1,1,0,1,1,0
1,2.5177459209417425,0.7144737948276144,2,1,0,0,0,0
2,-0.6084182721814126,1.605862354157835,1,0,0,1,1,0
2,0.016814566443218378,-0.7507400624170922,2,0,1,1,1,0
2,0.10613354338959424,-0.7588753651630843,2,0,1,1,1,0
2,-0.16182338744953334,-5.752094818429176e-07,2,0,1,1,1,0
1,-1.144332133859668,-1.4390038619873478,0,0,1,1,1,0
2,-0.5190992952350368,0.9082314982568068,0,0,0,1,1,0
2,1.2672802436924804,0.0744202576570235,1,1,0,1,1,0
1,-0.4297803182886609,-1.1957468517093017,2,0,1,0,1,0
1,0.3740904742287218,-5.752094818429176e-07,1,0,0,1,1,0
2,0.1954525203359701,-0.6359291701426683,0,1,0,1,1,0
2,-1.144332133859668,-5.752094818429176e-07,2,1,0,1,1,0
2,-0.7870562260741644,0.7945091324061424,1,1,0,1,1,0
1,2.4284269439953667,0.4188242890480911,1,1,0,0,0,1
2,2.5177459209417425,1.0697344450240729,0,0,0,1,0,1
1,0.6420474050678494,2.392064886434242,1,0,0,1,0,1
1,0.7313663820142253,-5.752094818429176e-07,0,0,0,1,0,1
1,2.5177459209417425,-1.4536130324114884,0,0,1,1,0,0
1,2.5177459209417425,2.6896336361714464,1,0,0,0,0,0
2,2.1604700131562393,0.4709016847953223,1,1,0,1,0,1
1,2.339107967048991,1.5498605341986287,1,1,0,1,0,1
1,1.9818320592634875,-5.752094818429176e-07,1,1,0,0,0,1
1,0.6420474050678494,1.3436707131928145,0,0,0,0,0,1
2,2.5177459209417425,0.05333721955473406,0,1,0,1,0,1
1,0.10613354338959424,1.428862228568098,0,0,0,1,0,0
1,0.910004335906977,2.0758193148999005,1,0,0,0,0,1
1,1.8925130823171115,0.6864872075641133,0,1,0,1,0,1
1,1.3565992206388564,0.38359040743692807,1,1,0,1,0,1
1,-0.34046134134228506,1.4557602894078396,0,0,0,0,0,0
2,2.5177459209417425,0.2939015592055854,0,1,0,1,0,1
2,2.5177459209417425,0.44323019728606744,1,1,0,1,0,1
1,1.7138751284243599,1.477301654425396,0,0,0,0,0,1
2,2.5177459209417425,2.0606085903994718,1,0,0,1,0,1
1,-0.16182338744953334,0.40518906331889304,0,1,0,0,0,0
1,0.7313663820142253,-5.752094818429176e-07,1,1,0,1,0,1
2,1.9818320592634875,4.22921103541825,1,1,0,1,0,1
1,2.5177459209417425,0.6290817614269014,1,0,1,0,0,1
1,1.8031941053707357,1.8199296690198035,1,1,0,0,0,1
1,0.5527284281214736,2.819626607514095,0,0,0,0,0,1
1,2.5177459209417425,0.7144737948276144,0,1,0,0,0,0
2,2.5177459209417425,-5.752094818429176e-07,0,0,0,1,0,1
1,0.8206853589606011,4.079166261532663,0,0,0,0,0,1
2,2.5177459209417425,-5.752094818429176e-07,0,0,0,1,0,1
2,2.1604700131562393,1.3195799047090842,1,0,0,1,0,1
1,-0.5190992952350368,0.37514000493668975,0,0,1,0,0,0
2,2.4284269439953667,0.27402162925587226,1,1,0,1,0,1
2,1.8925130823171115,4.607674485700108,1,0,0,1,0,1
1,0.910004335906977,1.1585925757214939,0,1,0,0,0,1
1,2.5177459209417425,1.354928368049064,1,1,0,0,0,0
2,2.5177459209417425,1.6717182027952853,0,1,0,1,0,1
2,2.4284269439953667,4.377909473990239,0,0,0,1,0,1
1,1.624556151477984,0.8358158456445953,0,1,0,1,0,1
1,1.1779612667461046,0.12678410772629667,0,1,0,1,0,1
1,2.5177459209417425,0.9571292510293722,0,1,0,0,0,1
0,2.249788990102615,5.393848372544311,0,0,0,0,0,1
1,1.8925130823171115,0.9977198284627201,0,1,0,0,0,1
1,0.5527284281214736,2.275076941312299,0,1,0,0,0,1
2,2.339107967048991,0.12864606081956953,0,1,0,1,0,1
1,0.4634094511750977,0.21541307496608403,0,1,0,0,0,1
1,1.3565992206388564,1.0702787082359526,1,0,0,0,0,1
1,0.1954525203359701,0.43833182837914964,0,1,0,0,0,1
1,1.8031941053707357,1.3186059600141415,0,0,0,0,0,1
1,0.6420474050678494,0.7741995209733663,1,1,0,0,0,1
1,1.0886422897997288,1.1711392750269323,1,1,0,0,0,1
2,2.249788990102615,0.5485021606364936,1,1,0,1,0,1
1,1.0886422897997288,2.679378571442344,1,0,0,1,0,1
2,2.5177459209417425,0.16244767082052267,0,1,0,1,0,1
1,2.339107967048991,1.2520339755715864,1,1,0,0,0,1
1,1.8031941053707357,1.5223895647148031,0,0,0,0,0,1
1,1.535237174531608,-5.752094818429176e-07,1,1,0,0,0,1
1,-0.2511423643959092,1.331439113641622,0,1,0,1,0,0
1,2.1604700131562393,1.9746436483546748,1,1,0,0,0,1
1,0.9993233128533529,1.1882692434850426,1,1,0,0,0,1
1,-0.9656941799669161,-5.752094818429176e-07,0,0,0,1,0,0
2,2.5177459209417425,1.8461402394866442,1,1,0,1,0,1
2,2.5177459209417425,2.7069927680871904,1,0,0,1,0,1
0,2.5177459209417425,0.9251036578250792,1,1,0,1,0,1
1,2.5177459209417425,-5.752094818429176e-07,1,0,0,0,0,0
1,2.1604700131562393,2.128355037562399,1,0,0,0,0,1
1,1.8925130823171115,0.16187476217643873,0,1,0,0,0,1
0,-0.5190992952350368,-5.752094818429176e-07,0,1,0,1,0,0
1,0.6420474050678494,1.135733520822544,1,0,0,1,0,1
2,1.8925130823171115,1.2972651130220143,0,1,0,1,0,1
1,1.3565992206388564,0.8427766856702154,1,1,0,1,0,1
1,2.249788990102615,-5.752094818429176e-07,1,1,0,0,0,1
2,2.5177459209417425,1.1213535138560369,0,0,0,1,0,1
1,0.4634094511750977,-5.752094818429176e-07,1,0,0,1,0,1
1,0.6420474050678494,4.592836151818334,0,0,0,1,0,1
1,2.5177459209417425,-1.386697302782483,0,0,1,1,0,0
1,2.5177459209417425,2.616473202321926,1,0,0,0,0,0
2,2.071151036209863,0.455203987947422,1,1,0,1,0,1
1,2.1604700131562393,1.6081539887341707,1,1,0,1,0,1
1,2.1604700131562393,0.23028005428006257,1,1,0,0,0,1
1,0.8206853589606011,-5.752094818429176e-07,0,0,0,0,0,1
2,2.4284269439953667,0.05829287932606025,0,1,0,1,0,1
1,0.1954525203359701,1.4062609825589862,0,0,0,1,0,0
1,0.910004335906977,2.0718948906879255,1,0,0,0,0,1
1,1.7138751284243599,0.7318615721755624,0,1,0,1,0,1
1,1.2672802436924804,0.4338058500908864,1,1,0,1,0,1
1,-0.5190992952350368,1.3970371533892345,0,0,0,0,0,0
2,2.4284269439953667,0.23595184985649367,0,1,0,1,0,1
2,2.5177459209417425,0.43927712764188814,1,1,0,1,0,1
1,1.624556151477984,1.444072953068527,0,0,0,0,0,1
2,2.5177459209417425,2.0661371588148816,1,0,0,1,0,1
1,-0.34046134134228506,0.3724759797416994,0,1,0,0,0,0
1,0.8206853589606011,4.027976874183762,0,0,0,0,0,1
2,2.5177459209417425,4.738383592847861,0,0,0,1,0,1
2,2.339107967048991,1.2771273741824634,1,0,0,1,0,1
1,-0.6977372491277886,0.28404753052734144,1,0,1,0,0,0
2,2.5177459209417425,0.2751674465440402,1,1,0,1,0,1
2,1.8925130823171115,-5.752094818429176e-07,1,0,0,1,0,1
1,1.0886422897997288,1.0619715328967354,0,1,0,0,0,1
1,2.5177459209417425,1.2438413819611858,1,1,0,0,0,0
2,0.1954525203359701,-1.0837718572230934,1,1,0,1,1,0
1,0.3740904742287218,-0.358698677270444,1,1,0,1,1,0
2,1.1779612667461046,0.060555868470191856,1,1,0,1,1,0
1,-0.34046134134228506,-5.752094818429176e-07,1,0,0,1,1,0
2,0.8206853589606011,0.21025689716932844,1,1,0,1,1,0
2,0.3740904742287218,0.9681863878601924,1,0,0,1,1,0
2,2.5177459209417425,1.2804215988859462,0,0,0,1,0,1
2,0.1954525203359701,0.07937591742834968,0,1,0,1,1,0
1,-1.4122890646987956,-5.752094818429176e-07,1,1,0,1,1,0
2,1.0886422897997288,-5.752094818429176e-07,1,1,0,1,1,0
1,0.910004335906977,1.394229901033223,1,0,0,1,0,1
2,-0.34046134134228506,0.49682580094012113,0,0,0,1,1,0
2,1.624556151477984,-0.2566063568946838,1,1,0,1,1,0
1,0.016814566443218378,-0.7442948401711478,0,0,0,1,1,0
0,-0.7870562260741644,1.7390063230429453,1,0,0,1,1,0
2,1.8925130823171115,-5.752094818429176e-07,0,1,0,1,1,0
2,0.1954525203359701,-5.752094818429176e-07,1,0,0,1,1,0
2,0.016814566443218378,0.7051926747934544,1,1,0,1,1,0
1,-1.4122890646987956,-0.371302667440291,0,1,0,1,1,0
2,0.016814566443218378,-0.19556294086753878,0,0,0,1,1,0
2,0.9993233128533529,0.4900081880755221,0,1,0,1,1,0
2,2.5177459209417425,0.13998965197243177,0,0,1,1,0,1
2,0.5527284281214736,1.1318663874749775,0,0,0,1,1,0
2,0.7313663820142253,1.7482301522126968,0,0,0,1,1,0
1,-0.5190992952350368,-0.8516865655046845,0,0,0,1,1,0
2,0.10613354338959424,-5.752094818429176e-07,1,1,0,1,1,0
2,0.016814566443218378,-5.752094818429176e-07,0,1,0,1,1,0
1,2.339107967048991,-5.752094818429176e-07,1,1,0,1,0,1
2,1.1779612667461046,1.670515094642709,0,1,0,1,1,0
2,1.4459181975852322,1.1310356699410558,0,1,0,1,1,0
0,0.016814566443218378,1.429005455729119,1,0,0,1,1,0
2,1.1779612667461046,0.6775784781486079,1,0,1,1,1,0
2,0.5527284281214736,0.2845058574426086,0,0,0,1,1,0
2,0.1954525203359701,-0.16488368297684317,1,1,0,1,1,0
2,1.2672802436924804,-5.752094818429176e-07,1,1,0,1,1,0
1,-0.16182338744953334,0.2698966870184678,0,0,0,1,1,0
2,0.6420474050678494,0.085076358436985,0,1,0,1,1,0
2,0.3740904742287218,1.1541811791620473,1,1,0,1,1,0
2,1.8031941053707357,-5.752094818429176e-07,1,1,0,1,0,1
2,0.4634094511750977,0.6806721848266613,0,0,0,1,1,0
1,-0.5190992952350368,0.09409966958130724,0,0,0,1,1,0
1,-0.6977372491277886,0.2527380731281535,0,1,0,1,1,0
2,2.5177459209417425,0.4606179746340154,0,0,1,1,0,1
2,2.5177459209417425,-0.22188809306319635,0,1,0,1,0,1
2,0.10613354338959424,0.9214943333673503,1,0,0,1,1,0
2,-0.4297803182886609,1.0662110568629566,1,0,0,1,1,0
2,-0.34046134134228506,0.6484747190291431,0,0,0,1,1,0
1,1.4459181975852322,0.48694312682967295,0,1,0,1,0,1
1,-0.4297803182886609,-0.45334318527311285,1,1,0,1,1,0
2,0.016814566443218378,0.7205179810227,1,0,0,1,1,0
1,-0.34046134134228506,0.7530019011422602,1,0,0,1,1,0
2,1.3565992206388564,0.1717287908546827,0,1,0,1,1,0
2,0.9993233128533529,-0.22930726000408352,1,0,0,1,1,0
1,-0.16182338744953334,-0.2889470498532229,0,1,0,1,1,0
1,0.910004335906977,0.8360736545344332,1,1,0,1,0,1
1,0.5527284281214736,-5.752094818429176e-07,1,1,0,1,1,0
2,0.28477149728234596,-0.836819586190706,1,0,0,1,1,0
2,1.2672802436924804,-5.752094818429176e-07,0,1,0,1,1,0
2,0.5527284281214736,0.6322900498337715,0,1,0,1,1,0
1,0.016814566443218378,0.29705255674804715,1,1,0,1,1,0
1,-1.5909270185915472,-0.6084295552266386,1,1,0,1,1,0
2,-0.0725044105031575,1.767250719196284,0,0,0,1,1,0
2,0.1954525203359701,0.9347571684778938,0,1,0,1,1,0
2,0.28477149728234596,0.44701139433702153,0,0,0,1,1,0
0,-1.055013156913292,0.04368370890191948,0,0,1,1,1,0
2,0.4634094511750977,1.777219329603345,1,1,0,1,1,0
2,0.016814566443218378,0.8252170357290423,0,0,0,1,1,0
2,0.10613354338959424,0.972912884173885,0,0,0,1,1,0
1,0.8206853589606011,0.43254545107390174,1,1,0,1,0,1
2,0.4634094511750977,0.4001188218187501,0,0,0,1,1,0
2,0.016814566443218378,1.6310416890653245,0,0,0,1,1,0
2,0.1954525203359701,-5.752094818429176e-07,0,0,1,1,1,0
2,0.1954525203359701,-5.752094818429176e-07,2,0,1,1,1,0
1,1.535237174531608,1.1265383370849966,1,0,0,1,1,0
2,-0.0725044105031575,-0.18201365143495332,0,1,0,1,1,0
2,1.0886422897997288,1.4600857496706734,0,0,0,1,1,0
2,0.016814566443218378,-0.5171079173596567,0,1,0,1,1,0
1,-1.2336511108060437,-0.09705129951730326,1,0,0,1,1,0
2,-0.0725044105031575,-5.752094818429176e-07,0,0,0,1,1,0
2,0.5527284281214736,1.0369354251502667,1,0,1,1,1,0
2,0.28477149728234596,-0.11730362008567097,1,0,1,1,1,0
2,-0.4297803182886609,0.6545189052242288,1,1,0,1,1,0
2,-0.2511423643959092,1.0208653376837118,0,0,0,1,1,0
1,-0.4297803182886609,-0.38121398698294334,1,0,1,1,1,0
2,0.5527284281214736,-0.518454252673254,1,1,0,1,1,0
2,2.249788990102615,-5.752094818429176e-07,1,0,1,1,0,1
2,0.1954525203359701,-5.752094818429176e-07,0,0,0,1,1,0
2,-0.2511423643959092,-5.752094818429176e-07,1,0,1,1,1,0
2,1.0886422897997288,1.1309783790766472,0,1,0,1,1,0
2,-0.4297803182886609,0.04640502496131825,1,0,1,1,1,0
2,1.4459181975852322,0.6026706729346312,0,0,0,1,1,0
1,-0.7870562260741644,0.08539145819123116,0,1,0,1,1,0
2,0.3740904742287218,0.6729092726993237,1,0,0,1,1,0
2,-0.16182338744953334,-5.752094818429176e-07,1,0,1,1,1,0
1,-0.8763752030205403,-0.6387937133630881,0,0,0,1,1,0
2,-0.5190992952350368,-5.752094818429176e-07,1,0,1,1,1,0
2,1.535237174531608,1.6312708525229582,1,1,0,1,1,0
2,0.016814566443218378,0.2240067046273433,0,1,0,1,1,0
2,-0.34046134134228506,-0.1608446770360513,1,0,0,1,1,0
2,-0.0725044105031575,1.792917026451245,0,0,0,1,1,0
1,-0.8763752030205403,1.6323020880823094,0,1,0,1,1,0
2,-0.5190992952350368,-0.266489031005132,1,1,0,1,1,0
2,0.10613354338959424,-0.24093730547898776,1,1,0,1,1,0
2,-0.34046134134228506,-0.6567257539229158,1,0,0,1,1,0
1,0.3740904742287218,1.0598517709136248,1,1,0,1,1,0
2,0.7313663820142253,-5.752094818429176e-07,0,0,1,1,1,0
2,0.6420474050678494,0.37270514319933296,0,1,0,1,1,0
2,1.3565992206388564,-0.22864841506338698,1,1,0,1,1,0
2,0.10613354338959424,-5.752094818429176e-07,1,0,1,1,1,0
2,-0.2511423643959092,0.8934218098072367,0,1,0,1,1,0
1,-0.34046134134228506,-5.752094818429176e-07,1,0,0,1,1,0
2,-0.0725044105031575,-5.752094818429176e-07,0,0,1,1,1,0
1,-0.5190992952350368,-0.20682059572378841,1,1,0,1,1,0
1,-0.0725044105031575,0.9840559573013179,0,0,0,1,1,0
2,0.3740904742287218,-5.752094818429176e-07,1,0,0,1,1,0
2,0.10613354338959424,0.6130116739603465,0,0,0,1,1,0
2,0.10613354338959424,-0.4347522997725886,0,1,0,1,1,0
2,0.10613354338959424,0.12503673636184062,0,1,0,1,1,0
2,1.535237174531608,1.1438688235685361,1,0,0,1,1,0
2,-0.16182338744953334,0.9029607387312345,1,0,0,1,1,0
2,1.3565992206388564,1.0117274448105729,1,1,0,1,1,0
1,-0.8763752030205403,-5.752094818429176e-07,0,1,0,1,1,0
2,-0.16182338744953334,1.5917688015133697,1,0,1,1,1,0
2,1.3565992206388564,-5.752094818429176e-07,1,0,0,1,1,0
2,-0.2511423643959092,-5.752094818429176e-07,0,1,0,1,1,0
0,-0.34046134134228506,-0.06978084805890716,0,0,1,1,1,0
2,0.28477149728234596,-0.1394751846117199,1,1,0,1,1,0
2,1.535237174531608,-5.752094818429176e-07,1,1,0,1,1,0
2,-0.16182338744953334,-5.752094818429176e-07,0,0,0,1,1,0
2,0.10613354338959424,0.5760304209847275,0,1,0,1,1,0
0,0.016814566443218378,-0.1641102563073298,1,1,0,1,1,0
0,-0.9656941799669161,-0.4954233251810791,0,1,0,1,1,0
2,0.016814566443218378,0.9037341654007478,0,0,0,1,1,0
1,0.016814566443218378,0.08309982361489536,0,1,0,1,1,0
2,-0.0725044105031575,-0.03875784498176118,0,1,0,1,1,0
1,-1.3229700877524195,1.1014449384741196,1,1,0,1,1,0
1,-0.6084182721814126,-0.36431318198246676,0,1,0,1,1,0
2,2.1604700131562393,2.1096495703330578,1,1,0,1,0,1
2,0.8206853589606011,0.42426692116688863,1,1,0,1,1,0
1,1.8031941053707357,-5.752094818429176e-07,1,0,1,1,0,1
1,-0.5190992952350368,0.023087643147101412,0,1,0,1,1,0
2,1.4459181975852322,0.9084893071466447,0,0,0,1,1,0
1,-0.8763752030205403,-0.04044792548180884,1,1,0,1,1,0
2,0.6420474050678494,0.03680880517291206,1,1,0,1,1,0
2,-0.16182338744953334,-0.19077915368943776,1,1,0,1,1,0
1,-1.2336511108060437,-5.752094818429176e-07,0,1,0,1,1,0
2,0.5527284281214736,-5.752094818429176e-07,1,0,1,1,1,0
2,0.1954525203359701,0.12380498277706013,1,0,1,1,1,0
1,-0.6084182721814126,-0.1215717894840964,0,1,0,1,1,0
2,0.7313663820142253,-0.37041465904196086,0,1,0,1,1,0
1,-0.6084182721814126,-0.47164761645159514,0,0,0,1,1,0
2,0.7313663820142253,0.609029958883963,0,1,0,1,1,0
2,0.1954525203359701,0.9770091809790853,0,1,0,1,1,0
0,-0.8763752030205403,-0.22523960863108747,1,0,1,1,1,0
2,1.535237174531608,1.0874086766940627,1,1,0,1,1,0
2,0.6420474050678494,-5.752094818429176e-07,1,1,0,1,1,0
2,-0.2511423643959092,0.047493551385077756,1,1,0,1,1,0
2,1.4459181975852322,0.21131677816088376,1,0,1,1,1,0
2,-0.8763752030205403,-0.7328080218572646,0,0,1,1,1,0
2,0.016814566443218378,1.5832897535809272,1,0,0,1,1,0
2,0.9993233128533529,1.2965776226491135,0,1,0,1,1,0
1,-0.8763752030205403,0.004496757646577179,1,1,0,1,1,0
1,0.016814566443218378,1.2921375806574629,1,1,0,1,1,0
2,0.016814566443218378,-0.01226082019287841,1,1,0,1,1,0
2,1.8925130823171115,0.9771524081401063,1,0,0,1,0,1
1,-0.4297803182886609,-0.40006268137330536,0,0,0,1,1,0
2,0.8206853589606011,0.4553758605406472,1,1,0,1,1,0
