,ID,Sex,Marital status,Age,Education,Income,Occupation,Settlement size
716,100000717,Male,Single,40.0,High school,121448.0,Skilled employee/Official,Big city
717,100000718,Male,Single,32.0,Unknown,129975.0,Management/High qualified employee,Big city
718,100000719,Male,Single,31.0,Unknown,132950.0,Skilled employee/Official,Big city
719,100000720,Male,Non-single,31.0,High school,,Skilled employee/Official,Mid-sized city
720,100000721,Male,Single,34.0,High school,147958.0,Management/High qualified employee,Mid-sized city
721,100000722,Female,Non-single,24.0,High school,139896.0,Skilled employee/Official,Big city
722,100000723,Female,Non-single,24.0,High school,68028.0,Unemployed,Small city
723,100000724,Female,Non-single,66.0,Graduate school,133328.0,Unemployed,Small city
724,100000725,Female,Non-single,21.0,High school,108518.0,Skilled employee/Official,Big city
725,100000726,Female,Non-single,41.0,University,112700.0,Unemployed,Small city
726,100000727,Male,Non-single,47.0,University,110190.0,Unemployed,Small city
727,100000728,Female,Non-single,25.0,High school,105104.0,Skilled employee/Official,Mid-sized city
728,100000729,Female,Non-single,59.0,University,184753.0,Skilled employee/Official,Mid-sized city
729,100000730,Male,Non-single,36.0,High school,162521.0,Skilled employee/Official,Big city
730,100000731,Male,Single,33.0,High school,156794.0,Skilled employee/Official,Mid-sized city
731,100000732,Male,Single,21.0,Unknown,65827.0,Unemployed,Small city
732,100000733,Female,Non-single,44.0,University,88490.0,Unemployed,Small city
733,100000734,Female,Non-single,28.0,High school,154919.0,Skilled employee/Official,Medium sized city
734,100000735,Female,Non-single,37.0,High school,129058.0,Skilled employee/Official,Small city
735,100000736,Female,Non-single,29.0,High school,77532.0,Unemployed,Small city
736,100000737,Female,Non-single,23.0,High school,235417.0,Management/High qualified employee,Big city
737,100000738,Male,Single,,High school,,Unemployed,Small city
738,100000739,Male,Single,45.0,High school,190803.0,Management/High qualified employee,Big city
739,100000740,Female,Non-single,26.0,High school,121423.0,Unemployed,Small city
740,100000741,Male,Single,32.0,Unknown,121347.0,Skilled employee/Official,Mid-sized city
741,100000742,Male,Single,23.0,Unknown,67408.0,Unemployed,Small city
742,100000743,Male,Single,41.0,High school,123043.0,Skilled employee/Official,Mid-sized city
743,100000744,Male,Single,22.0,Unknown,484719.0,Skilled employee/Official,Big city
744,100000745,Male,Single,30.0,Unknown,250050.0,Management/High qualified employee,Mid-sized city
745,100000746,Male,Single,28.0,Unknown,,Unemployed,Small city
746,100000747,Female,Non-single,23.0,High school,109547.0,Skilled employee/Official,Mid-sized city
747,100000748,Female,Non-single,37.0,High school,,Unemployed,Small city
748,100000749,Male,Single,26.0,Unknown,131122.0,Skilled employee/Official,Small city
749,100000750,Male,Single,33.0,High school,115403.0,Skilled employee/Official,Mid-sized city
750,100000751,Female,Non-single,49.0,University,110291.0,Skilled employee/Official,Big city
751,100000752,Female,Non-single,23.0,High school,64811.0,Unemployed,Small city
752,100000753,Female,Non-single,23.0,High school,86015.0,Unemployed,Small city
753,100000754,Female,Non-single,25.0,High school,,Skilled employee/Official,Big city
754,100000755,Male,Single,55.0,High school,159303.0,Skilled employee/Official,Mid-sized city
755,100000756,Female,Non-single,32.0,High school,104957.0,Skilled employee/Official,Mid sized city
756,100000757,Male,Single,74.0,University,89502.0,Unemployed,Small city
757,100000758,Male,Single,39.0,High school,121313.0,Skilled employee/Official,Mid-sized city
758,100000759,Male,Single,31.0,Unknown,98102.0,Skilled employee/Official,Small city
759,100000760,Male,Single,35.0,High school,94554.0,Skilled employee/Official,Mid-sized city
760,100000761,Female,Non-single,59.0,University,162591.0,Skilled employee/Official,Mid-sized city
761,100000762,Female,Non-single,24.0,High school,106629.0,Skilled employee/Official,Big city
762,100000763,Male,Single,24.0,Unknown,70400.0,Unemployed,Small city
763,100000764,Male,Single,30.0,Unknown,235660.0,Management/High qualified employee,Big city
764,100000765,Male,Non-single,27.0,High school,121747.0,Skilled employee/Official,Big city
765,100000766,Male,Non-single,40.0,High school,85060.0,Unemployed,Small city
766,100000767,Male,Non-single,31.0,High school,87630.0,Unemployed,Small city
767,100000768,Female,Non-single,31.0,High school,119673.0,Skilled employee/Official,Small city
768,100000769,Male,Single,28.0,Unknown,126060.0,Skilled employee/Official,Big city
769,100000770,Male,Single,63.0,University,96145.0,Unemployed,Small city
770,100000771,Female,Non-single,26.0,High school,,Skilled employee/Official,Small city
771,100000772,Female,Married,25.0,High school,194461.0,Management/High qualified employee,Big city
772,100000773,Male,Single,36.0,High school,150158.0,Management/High qualified employee,Big city
773,100000774,Male,Single,52.0,High school,136323.0,Skilled employee/Official,Big city
774,100000775,Male,Single,,University,111858.0,Unemployed,Small city
775,100000776,Female,Non-single,25.0,High school,100198.0,Skilled employee/Official,Small city
776,100000777,Male,Single,37.0,High school,123452.0,Skilled employee/Official,Big city
777,100000778,Female,Non-single,25.0,High school,120723.0,Skilled employee/Official,Mid-sized city
778,100000779,Male,Single,38.0,High school,215639.0,,Mid-sized city
779,100000780,Female,Non-single,67.0,Graduate school,166712.0,Skilled employee/Official,Mid-sized city
780,100000781,Male,Single,25.0,Unknown,136300.0,Skilled employee/Official,Mid-sized city
781,100000782,Male,Single,60.0,University,166988.0,Skilled employee/Official,Big city
782,100000783,Male,Single,31.0,Unknown,77265.0,Unemployed,Small city
783,100000784,Female,Non-single,23.0,High school,85967.0,Unemployed,Small city
784,100000785,Male,Non-single,60.0,University,212020.0,Management/High qualified employee,Small city
785,100000786,Male,Single,35.0,High school,126054.0,Unemployed,Small city
786,100000787,Male,Single,40.0,High school,144589.0,Skilled employee/Official,Small city
787,100000788,Male,Single,38.0,High school,116723.0,Skilled employee/Official,Mid-sized city
788,100000789,Male,Single,50.0,High school,168637.0,Skilled employee/Official,Mid-sized city
789,100000790,Male,Single,27.0,Unknown,139119.0,Skilled employee/Official,Mid-sized city
790,100000791,Female,Non-single,39.0,University,118610.0,Skilled employee/Official,Big city
791,100000792,Male,Single,41.0,High school,183312.0,Management/High qualified employee,Big city
792,100000793,Male,Non-single,27.0,High school,96323.0,Skilled employee/Official,Small city
793,100000794,Male,Non-single,51.0,University,,Skilled employee/Official,Big city
794,100000795,Male,Single,32.0,Unknown,141922.0,Skilled employee/Official,Big city
795,100000796,Female,Non-single,22.0,High school,120233.0,Skilled employee/Official,Medium sized city
796,100000797,Male,Single,51.0,High school,172790.0,Skilled employee/Official,Mid-sized city
797,100000798,Female,Non-single,22.0,High school,66720.0,Unemployed,Small city
798,100000799,Male,Non-single,54.0,University,,Skilled employee/Official,Mid-sized city
799,100000800,Male,Single,35.0,High school,51791.0,Unemployed,Small city
800,100000801,Male,Single,54.0,High school,118408.0,Skilled employee/Official,Big city
801,100000802,Female,Non-single,48.0,University,101616.0,Unemployed,Small city
802,100000803,Female,Non-single,24.0,High school,127250.0,Skilled employee/Official,Small city
803,100000804,Male,Single,35.0,High school,97290.0,Skilled employee/Official,Small city
804,100000805,Female,Non-single,24.0,High school,106970.0,Unemployed,Small city
805,100000806,Male,Single,24.0,Unknown,168147.0,Skilled employee/Official,Big city
806,100000807,Male,Non-single,26.0,High school,68468.0,Unemployed,Medium sized city
807,100000808,Male,Single,65.0,University,120780.0,Skilled employee/Official,Big city
808,100000809,Male,Single,55.0,High school,231992.0,Management/High qualified employee,Big city
809,100000810,Female,Non-single,26.0,High school,53903.0,Unemployed,Small city
810,100000811,Male,Non-single,26.0,High school,101511.0,Skilled employee/Official,Big city
811,100000812,Male,Non-single,28.0,High school,69046.0,Unemployed,Small city
812,100000813,Male,Single,24.0,Unknown,171584.0,Skilled employee/Official,Mid-sized city
813,100000814,Male,Single,54.0,High school,132367.0,Skilled employee/Official,Big city
814,100000815,Male,Single,46.0,High school,134433.0,Skilled employee/Official,Big city
815,100000816,Female,Non-single,54.0,University,190518.0,Skilled employee/Official,Small city
816,100000817,Male,Non-single,62.0,University,152367.0,Skilled employee/Official,Mid-sized city
817,100000818,Female,Non-single,24.0,High school,101157.0,Skilled employee/Official,Mid-sized city
818,100000819,Male,Non-single,43.0,University,279593.0,Management/High qualified employee,Big city
819,100000820,Male,Non-single,26.0,High school,,Skilled employee/Official,Big city
820,100000821,Male,Non-single,27.0,High school,95171.0,Skilled employee/Official,Small city
821,100000822,Male,Non-single,24.0,High school,129162.0,Skilled employee/Official,Big city
822,100000823,Male,Single,41.0,High school,118742.0,Skilled employee/Official,Small city
823,100000824,Male,Single,47.0,,74511.0,Unemployed,Small city
824,100000825,Male,Non-single,35.0,High school,157272.0,Management/High qualified employee,Mid-sized city
825,100000826,Male,Non-single,30.0,High school,102374.0,Skilled employee/Official,Small city
826,100000827,Female,Married,33.0,High school,131492.0,Skilled employee/Official,Small city
827,100000828,Male,Single,36.0,High school,128702.0,Skilled employee/Official,Big city
828,100000829,Male,Single,47.0,High school,177509.0,Skilled employee/Official,Big city
829,100000830,Male,Single,38.0,High school,163451.0,Skilled employee/Official,Mid-sized city
830,100000831,Male,Single,44.0,High school,144900.0,Skilled employee/Official,Mid-sized city
831,100000832,Female,Non-single,23.0,High school,97115.0,Skilled employee/Official,Medium sized city
832,100000833,Male,Single,29.0,Unknown,196568.0,Skilled employee/Official,Big city
833,100000834,Female,Non-single,42.0,University,158405.0,Skilled employee/Official,Small city
834,100000835,Female,Non-single,25.0,High school,97376.0,Unemployed,Small city
835,100000836,Male,Single,48.0,High school,108678.0,Skilled employee/Official,Mid-sized city
836,100000837,Female,Non-single,21.0,High school,92351.0,Skilled employee/Official,Small city
837,100000838,Female,Married,23.0,High school,61211.0,Unemployed,Mid sized city
838,100000839,Male,Single,63.0,University,138644.0,Skilled employee/Official,Small city
839,100000840,Male,Non-single,46.0,University,124824.0,Skilled employee/Official,Big city
840,100000841,Male,Single,29.0,Unknown,132852.0,Skilled employee/Official,Small city
841,100000842,Male,Single,28.0,Unknown,81069.0,Unemployed,Small city
842,100000843,Female,Non-single,23.0,High school,104094.0,Skilled employee/Official,Big city
843,100000844,Male,Single,50.0,High school,114853.0,Skilled employee/Official,Small city
844,100000845,Male,Single,47.0,High school,130344.0,Skilled employee/Official,Big city
845,100000846,Male,Single,35.0,High school,,Skilled employee/Official,Small city
846,100000847,Male,Single,68.0,University,,Skilled employee/Official,Big city
847,100000848,Male,Non-single,28.0,High school,97390.0,Skilled employee/Official,Mid-sized city
848,100000849,Male,Single,59.0,University,120160.0,Skilled employee/Official,Small city
849,100000850,Male,Single,57.0,University,82277.0,Unemployed,Small city
850,100000851,Male,Non-single,33.0,High school,110844.0,Skilled employee/Official,Big city
851,100000852,Male,Single,43.0,High school,133105.0,Skilled employee/Official,Small city
852,100000853,Male,,,High school,102042.0,Skilled employee/Official,Small city
853,100000854,Male,Single,32.0,Unknown,69370.0,Unemployed,Small city
854,100000855,Male,Single,45.0,High school,200298.0,Skilled employee/Official,Mid-sized city
855,100000856,Male,Non-single,33.0,High school,117039.0,Skilled employee/Official,Big city
856,100000857,Female,Non-single,,University,107585.0,Skilled employee/Official,Big city
857,100000858,Male,Single,28.0,Unknown,114429.0,Skilled employee/Official,Small city
858,100000859,Female,Non-single,29.0,High school,128234.0,Skilled employee/Official,Big city
859,100000860,Male,Single,,Unknown,128580.0,Skilled employee/Official,Big city
860,100000861,Male,Single,27.0,Unknown,177757.0,Skilled employee/Official,Mid-sized city
861,100000862,Male,Non-single,28.0,High school,106222.0,Skilled employee/Official,Small city
862,100000863,Female,Non-single,35.0,High school,118428.0,Skilled employee/Official,Big city
863,100000864,Male,Single,32.0,Unknown,139477.0,Unemployed,Small city
864,100000865,Male,Single,25.0,Unknown,71159.0,Unemployed,Small city
865,100000866,Female,Non-single,20.0,High school,131370.0,Skilled employee/Official,Big city
866,100000867,Female,Non-single,27.0,High school,111567.0,Skilled employee/Official,Big city
867,100000868,Male,Single,42.0,High school,125482.0,Skilled employee/Official,Big city
868,100000869,Male,Single,37.0,High school,160642.0,Skilled employee/Official,Big city
869,100000870,Female,Non-single,24.0,High school,92498.0,Skilled employee/Official,Small city
870,100000871,Female,Non-single,40.0,University,,Skilled employee/Official,Big city
871,100000872,Male,Single,46.0,High school,127588.0,Skilled employee/Official,Big city
872,100000873,Male,Single,26.0,Unknown,,Skilled employee/Official,Big city
873,100000874,Female,Non-single,24.0,High school,94629.0,Skilled employee/Official,Big city
874,100000875,Male,Single,29.0,Unknown,87598.0,Unemployed,Big city
875,100000876,Female,Non-single,40.0,University,161194.0,Skilled employee/Official,Mid-sized city
876,100000877,Male,Single,36.0,High school,137342.0,Management/High qualified employee,Big city
877,100000878,Male,Single,28.0,Unknown,116848.0,Skilled employee/Official,Mid-sized city
878,100000879,Male,Single,27.0,Unknown,,Management/High qualified employee,Mid-sized city
879,100000880,Male,Single,36.0,High school,153441.0,Skilled employee/Official,Small city
880,100000881,Male,Single,38.0,High school,195328.0,Management/High qualified employee,Big city
881,100000882,Male,Non-single,48.0,University,190413.0,Skilled employee/Official,Small city
882,100000883,Male,Single,36.0,High school,118656.0,Skilled employee/Official,Mid-sized city
883,100000884,Female,Non-single,65.0,Graduate school,69487.0,Unemployed,Small city
884,100000885,Male,Non-single,43.0,University,,Skilled employee/Official,Mid-sized city
885,100000886,Female,Non-single,53.0,University,117005.0,Skilled employee/Official,Mid-sized city
886,100000887,Male,Single,34.0,High school,123243.0,Skilled employee/Official,Mid-sized city
887,100000888,Male,Single,23.0,,,Skilled employee/Official,Mid-sized city
888,100000889,Male,Single,34.0,High school,180617.0,Management/High qualified employee,Big city
889,100000890,Male,Single,40.0,High school,167019.0,Skilled employee/Official,Small city
890,100000891,Male,Single,43.0,High school,147745.0,Management/High qualified employee,Big city
891,100000892,Male,Single,,High school,114254.0,Skilled employee/Official,Mid-sized city
892,100000893,Male,Single,38.0,High school,81155.0,Unemployed,Small city
893,100000894,Male,Single,34.0,High school,151803.0,Skilled employee/Official,Big city
894,100000895,Male,Single,29.0,Unknown,,Skilled employee/Official,Big city
895,100000896,Male,Single,31.0,Unknown,200621.0,Management/High qualified employee,Big city
896,100000897,Female,Non-single,28.0,High school,144448.0,Management/High qualified employee,Mid-sized city
897,100000898,Female,Married,35.0,High school,150797.0,Skilled employee/Official,Small city
898,100000899,Female,Non-single,33.0,High school,84404.0,Unemployed,Small city
899,100000900,Male,Single,42.0,High school,133373.0,Skilled employee/Official,Big city
900,100000901,Male,Single,43.0,High school,119502.0,Skilled employee/Official,Big city
901,100000902,Male,Non-single,44.0,University,,Skilled employee/Official,Small city
902,100000903,Male,Single,42.0,High school,194084.0,Skilled employee/Official,Big city
903,100000904,Male,Married,40.0,High school,108278.0,Skilled employee/Official,Mid-sized city
904,100000905,Male,Single,36.0,High school,130987.0,Management/High qualified employee,Mid-sized city
905,100000906,Male,Single,20.0,Unknown,116582.0,Management/High qualified employee,Big city
906,100000907,Male,Single,24.0,Unknown,85270.0,Unemployed,Small city
907,100000908,Male,Non-single,27.0,High school,129227.0,Skilled employee/Official,Small city
908,100000909,Female,Non-single,,University,108291.0,Unemployed,Small city
909,100000910,Female,Non-single,33.0,High school,103091.0,Unemployed,Small city
910,100000911,Female,Non-single,34.0,High school,,Skilled employee/Official,Mid-sized city
911,100000912,Female,Non-single,25.0,High school,111502.0,Unemployed,Small city
912,100000913,Female,Non-single,25.0,High school,124750.0,Skilled employee/Official,Mid-sized city
913,100000914,Male,Non-single,28.0,,,Skilled employee/Official,Big city
914,100000915,Male,Single,31.0,Unknown,,Skilled employee/Official,Small city
915,100000916,Female,Married,32.0,High school,308491.0,Management/High qualified employee,Mid-sized city
916,100000917,Male,Single,32.0,Unknown,126368.0,Skilled employee/Official,Small city
917,100000918,Male,Single,68.0,University,287247.0,Management/High qualified employee,Big city
918,100000919,Male,Non-single,33.0,High school,125535.0,Skilled employee/Official,Big city
919,100000920,Male,Single,39.0,High school,153223.0,Management/High qualified employee,Big city
920,100000921,Female,Non-single,28.0,,106873.0,Skilled employee/Official,Mid-sized city
921,100000922,Male,Single,37.0,High school,,Management/High qualified employee,Mid-sized city
922,100000923,Female,Non-single,22.0,High school,,Skilled employee/Official,Mid sized city
923,100000924,Male,Single,30.0,Unknown,112151.0,Skilled employee/Official,Mid-sized city
924,100000925,Male,Non-single,55.0,University,172909.0,Skilled employee/Official,Small city
925,100000926,Male,Single,46.0,,103387.0,Skilled employee/Official,Mid-sized city
926,100000927,Female,Non-single,21.0,High school,93916.0,Skilled employee/Official,Big city
927,100000928,Male,Single,39.0,High school,189963.0,Skilled employee/Official,Big city
928,100000929,Male,Single,58.0,University,124191.0,Skilled employee/Official,Small city
929,100000930,Male,Single,43.0,High school,77205.0,Unemployed,Small city
930,100000931,Male,Single,24.0,Unknown,65917.0,Unemployed,Small city
931,100000932,Female,Non-single,22.0,High school,109676.0,Skilled employee/Official,Small city
932,100000933,Male,Single,30.0,Unknown,95682.0,Skilled employee/Official,Big city
933,100000934,Male,Single,42.0,High school,125516.0,Skilled employee/Official,Big city
934,100000935,Female,Non-single,23.0,High school,,Skilled employee/Official,Mid sized city
935,100000936,Male,Single,30.0,Unknown,154854.0,Management/High qualified employee,Mid-sized city
936,100000937,Female,Non-single,28.0,High school,84582.0,Unemployed,Small city
937,100000938,Male,Non-single,30.0,High school,145800.0,Management/High qualified employee,Small city
938,100000939,Male,Single,42.0,High school,,Skilled employee/Official,Mid-sized city
939,100000940,Male,Single,46.0,High school,192379.0,Management/High qualified employee,Big city
940,100000941,Male,Single,45.0,High school,159757.0,Management/High qualified employee,Big city
941,100000942,Male,Single,31.0,,69571.0,Unemployed,Small city
942,100000943,Male,Single,31.0,Unknown,93648.0,Skilled employee/Official,Big city
943,100000944,Male,Single,42.0,High school,77472.0,Unemployed,Small city
944,100000945,Female,Non-single,46.0,University,121501.0,Skilled employee/Official,Small city
945,100000946,Female,Non-single,30.0,High school,207262.0,Skilled employee/Official,Small city
946,100000947,Male,Single,30.0,Unknown,143082.0,Skilled employee/Official,Big city
947,100000948,Male,Single,38.0,High school,147760.0,Management/High qualified employee,Mid-sized city
948,100000949,Male,Non-single,43.0,,82082.0,Unemployed,Small city
949,100000950,Male,Single,,Unknown,132991.0,Skilled employee/Official,Mid-sized city
950,100000951,Male,Non-single,40.0,High school,78436.0,Unemployed,Small city
951,100000952,Male,Single,24.0,Unknown,,Skilled employee/Official,Big city
952,100000953,Female,Non-single,28.0,High school,164915.0,Skilled employee/Official,Small city
953,100000954,Female,Non-single,,High school,223185.0,,Mid-sized city
954,100000955,Female,Non-single,29.0,High school,108400.0,Skilled employee/Official,Big city
955,100000956,Female,Non-single,57.0,University,194882.0,Management/High qualified employee,Mid-sized city
956,100000957,Male,Single,49.0,High school,122186.0,Unemployed,Small city
957,100000958,Male,Single,37.0,High school,79594.0,Unemployed,Small city
958,100000959,Male,Single,45.0,High school,104355.0,Unemployed,Small city
959,100000960,Male,Single,30.0,Unknown,,Skilled employee/Official,Big city
960,100000961,Male,Non-single,30.0,High school,103699.0,Skilled employee/Official,Mid-sized city
961,100000962,Male,Non-single,,University,,Skilled employee/Official,Mid-sized city
962,100000963,Male,Single,29.0,Unknown,117272.0,Skilled employee/Official,Big city
963,100000964,Male,Single,35.0,High school,137932.0,Skilled employee/Official,Small city
964,100000965,Male,Non-single,22.0,High school,63972.0,Unemployed,Small city
965,100000966,Female,Non-single,26.0,High school,113299.0,Skilled employee/Official,Big city
966,100000967,Male,Single,23.0,Unknown,108540.0,Unemployed,Small city
967,100000968,Female,Non-single,54.0,University,9875.0,Management/High qualified employee,Big city
968,100000969,Male,Non-single,29.0,High school,154991.0,Skilled employee/Official,Big city
969,100000970,Male,Single,40.0,High school,99723.0,Unemployed,Small city
970,100000971,Male,Single,22.0,Unknown,,Skilled employee/Official,Big city
971,100000972,Male,Single,43.0,High school,135275.0,Unemployed,Small city
972,100000973,Female,Non-single,29.0,High school,41680.0,Unemployed,Small city
973,100000974,Male,Single,36.0,High school,,Skilled employee/Official,Mid-sized city
974,100000975,Female,Non-single,33.0,High school,120596.0,Skilled employee/Official,Small city
975,100000976,Female,Non-single,57.0,University,139641.0,Unemployed,Small city
976,100000977,Female,Non-single,64.0,Graduate school,134377.0,Skilled employee/Official,Small city
977,100000978,Male,Single,42.0,High school,125804.0,Skilled employee/Official,Big city
978,100000979,Male,Single,47.0,High school,,Unemployed,Small city
979,100000980,Male,Non-single,25.0,High school,,Skilled employee/Official,Big city
980,100000981,Male,Single,49.0,High school,188594.0,Skilled employee/Official,Mid-sized city
981,100000982,Male,Single,33.0,High school,162827.0,Management/High qualified employee,Big city
982,100000983,Female,Non-single,28.0,High school,178991.0,Management/High qualified employee,Mid sized city
983,100000984,Male,Single,26.0,Unknown,159739.0,Skilled employee/Official,Mid-sized city
984,100000985,Male,Single,30.0,Unknown,,Unemployed,Small city
985,100000986,Female,Non-single,25.0,High school,100794.0,Skilled employee/Official,Big city
986,100000987,Male,Non-single,33.0,High school,167763.0,Skilled employee/Official,Mid-sized city
987,100000988,Female,Non-single,64.0,Graduate school,145174.0,Skilled employee/Official,Small city
988,100000989,Male,Single,29.0,Unknown,176292.0,Management/High qualified employee,Mid-sized city
989,100000990,Male,Single,,High school,94024.0,Unemployed,Small city
990,100000991,Male,Single,37.0,High school,93740.0,Unemployed,Small city
991,100000992,Male,Single,34.0,High school,,Unemployed,Small city
992,100000993,Male,Non-single,23.0,High school,69997.0,Unemployed,Megapolis
993,100000994,Male,Single,30.0,Unknown,151938.0,Management/High qualified employee,Big city
994,100000995,Male,Single,50.0,High school,122830.0,Skilled employee/Official,Mid-sized city
995,100000996,Female,Non-single,31.0,High school,78489.0,Unemployed,Small city
996,100000997,Male,Non-single,40.0,High school,,Management/High qualified employee,Mid-sized city
997,100000998,Male,Single,38.0,High school,98032.0,Skilled employee/Official,Big city
998,100000999,Male,Single,23.0,Unknown,,Skilled employee/Official,Small city
999,100001000,Male,Single,27.0,Unknown,147968.0,Skilled employee/Official,Mid-sized city
1000,100001001,Female,Non-single,63.0,University,134853.0,Skilled employee/Official,Mid-sized city
1001,100001002,Male,Single,66.0,University,157576.0,Management/High qualified employee,Big city
1002,100001003,Male,Non-single,43.0,University,203738.0,Management/High qualified employee,Mid-sized city
1003,100001004,Male,Non-single,44.0,University,,Management/High qualified employee,Big city
1004,100001005,Male,Non-single,65.0,Graduate school,69487.0,Unemployed,Big city
1005,100001006,Female,Non-single,73.0,Graduate school,214126.0,Management/High qualified employee,Mid-sized city
1006,100001007,Male,Single,60.0,University,136671.0,Skilled employee/Official,Mid-sized city
1007,100001008,Male,Non-single,62.0,University,174337.0,Skilled employee/Official,Mid-sized city
1008,100001009,Female,Non-single,58.0,University,,Skilled employee/Official,Mid-sized city
1009,100001010,Female,Non-single,43.0,University,167139.0,Management/High qualified employee,Big city
1010,100001011,Male,Single,64.0,University,122094.0,Skilled employee/Official,Big city
1011,100001012,Male,Non-single,37.0,Graduate school,170113.0,Management/High qualified employee,Big city
1012,100001013,Female,Non-single,46.0,University,192698.0,Management/High qualified employee,Mid-sized city
1013,100001014,Male,Non-single,57.0,University,144197.0,Skilled employee/Official,Big city
1014,100001015,Male,Non-single,51.0,University,133623.0,Skilled employee/Official,Mid-sized city
1015,100001016,Female,Non-single,32.0,Graduate school,171052.0,Management/High qualified employee,Big city
1016,100001017,Male,Single,64.0,University,130492.0,Skilled employee/Official,Big city
1017,100001018,Male,Single,68.0,University,135705.0,Skilled employee/Official,Mid-sized city
1018,100001019,Female,Non-single,55.0,University,171804.0,Management/High qualified employee,Big city
1019,100001020,Male,Single,73.0,University,192167.0,Management/High qualified employee,Mid-sized city
1020,100001021,Female,Non-single,34.0,Graduate school,134377.0,Skilled employee/Official,Big city
1021,100001022,Male,Non-single,44.0,University,,Skilled employee/Official,Mid-sized city
1022,100001023,Male,Single,58.0,University,267872.0,Skilled employee/Official,Mid-sized city
1023,100001024,Female,Non-single,65.0,University,142193.0,Unemployed,Mid-sized city
1024,100001025,Female,Non-single,56.0,University,183765.0,Skilled employee/Official,Mid-sized city
1025,100001026,Female,Non-single,42.0,University,218664.0,Management/High qualified employee,Big city
1026,100001027,Female,Non-single,65.0,Graduate school,145174.0,Skilled employee/Official,Big city
1027,100001028,Male,Single,72.0,University,,Management/High qualified employee,Big city
1028,100001029,Female,Non-single,45.0,University,262634.0,Management/High qualified employee,Big city
1029,100001030,Male,Single,68.0,University,,Management/High qualified employee,Big city
1030,100001031,Male,Single,60.0,University,166298.0,Management/High qualified employee,Mid-sized city
1031,100001032,Female,Non-single,30.0,Graduate school,133328.0,Unemployed,Big city
1032,100001033,Male,Single,63.0,University,129798.0,Skilled employee/Official,Mid-sized city
1033,100001034,Male,Single,57.0,University,281084.0,Management/High qualified employee,Mid-sized city
1034,100001035,Female,Non-single,46.0,University,160678.0,Skilled employee/Official,Big city
1035,100001036,Female,Non-single,70.0,Graduate school,167532.0,Skilled employee/Official,Mid-sized city
1036,100001037,Male,Single,65.0,University,178591.0,Skilled employee/Official,Big city
1037,100001038,Male,Single,63.0,University,273063.0,Management/High qualified employee,Big city
1038,100001039,Male,Non-single,54.0,University,149410.0,Skilled employee/Official,Big city
1039,100001040,Male,Non-single,49.0,University,124658.0,Skilled employee/Official,Big city
1040,100001041,Female,Non-single,64.0,University,153645.0,Skilled employee/Official,Big city
1041,100001042,Female,Married,61.0,University,308529.0,Management/High qualified employee,Big city
1042,100001043,Female,Non-single,57.0,University,155062.0,Skilled employee/Official,Big city
1043,100001044,Female,Non-single,42.0,University,199654.0,Skilled employee/Official,Big city
1044,100001045,Male,Single,62.0,University,124723.0,Skilled employee/Official,Big city
1045,100001046,Female,Non-single,41.0,University,127752.0,Skilled employee/Official,Big city
1046,100001047,Female,Non-single,51.0,University,157595.0,Management/High qualified employee,Mid-sized city
1047,100001048,Female,Non-single,38.0,University,135534.0,Skilled employee/Official,Big city
1048,100001049,Female,Non-single,56.0,University,166264.0,Management/High qualified employee,Big city
1049,100001050,Female,Non-single,43.0,University,147259.0,Skilled employee/Official,Mid-sized city
1050,100001051,Female,Non-single,48.0,University,161116.0,Skilled employee/Official,Mid-sized city
1051,100001052,Male,Single,61.0,University,139380.0,Skilled employee/Official,Mid-sized city
1052,100001053,Male,Non-single,48.0,University,213768.0,Management/High qualified employee,Medium sized city
1053,100001054,Male,Single,68.0,University,125903.0,Skilled employee/Official,Big city
1054,100001055,Female,Non-single,62.0,University,163940.0,Skilled employee/Official,Mid-sized city
1055,100001056,Female,Non-single,56.0,University,173378.0,Management/High qualified employee,Big city
1056,100001057,Female,Non-single,53.0,University,,Skilled employee/Official,Mid-sized city
1057,100001058,Male,Non-single,33.0,Graduate school,166712.0,Skilled employee/Official,Big city
1058,100001059,Female,Non-single,60.0,University,189166.0,Skilled employee/Official,Mid-sized city
1059,100001060,Female,Non-single,47.0,University,161714.0,Skilled employee/Official,Mid-sized city
1060,100001061,Male,Non-single,25.0,Graduate school,,Management/High qualified employee,Big city
1061,100001062,Male,Single,64.0,University,184680.0,Skilled employee/Official,Mid-sized city
1062,100001063,Male,Single,73.0,University,214732.0,Management/High qualified employee,Mid-sized city
1063,100001064,Male,Married,66.0,University,152527.0,Skilled employee/Official,Mid-sized city
1064,100001065,Female,Non-single,76.0,Graduate school,,Management/High qualified employee,Mid-sized city
1065,100001066,Female,Non-single,60.0,University,194532.0,Management/High qualified employee,Mid-sized city
1066,100001067,Female,Non-single,57.0,University,125883.0,Skilled employee/Official,Big city
1067,100001068,Male,Married,30.0,Graduate school,,Skilled employee/Official,Big city
1068,100001069,Male,Non-single,43.0,University,159880.0,Management/High qualified employee,Mid-sized city
1069,100001070,Male,Single,57.0,University,165519.0,Skilled employee/Official,Big city
1070,100001071,Male,Non-single,51.0,University,149653.0,Skilled employee/Official,Mid-sized city
1071,100001072,Female,Non-single,61.0,University,,Skilled employee/Official,Mid-sized city
1072,100001073,Male,Single,64.0,University,159378.0,Management/High qualified employee,Big city
